,product_id,hs_product_code,hs_product_name_short_en,level,parent_id
0,0,0,Textiles,section,
1,1,1,Agriculture,section,
2,2,2,Stone,section,
3,3,3,Minerals,section,
4,4,4,Metals,section,
5,5,5,Chemicals,section,
6,6,6,Vehicles,section,
7,7,7,Machinery,section,
8,8,8,Electronics,section,
9,9,9,Other,section,
10,10,services,Services,section,
11,100,01,Live animals,2digit,1.0
12,101,02,Meat,2digit,1.0
13,102,03,Fish,2digit,1.0
14,103,04,Diary products,2digit,1.0
15,104,05,Animal products,2digit,1.0
16,105,06,Plants,2digit,1.0
17,106,07,Vegetables,2digit,1.0
18,107,08,Fruits and nuts,2digit,1.0
19,108,09,"Coffee, tea and spices",2digit,1.0
20,109,10,Cereals,2digit,1.0
21,110,11,"Flours, starches and malts",2digit,1.0
22,111,12,Oil seeds and oleaginous fruits,2digit,1.0
23,112,13,Lac and other vegetable extracts,2digit,1.0
24,113,14,Other vegetable materials,2digit,1.0
25,114,15,"Animal or vegetable fats, oils or waxes",2digit,1.0
26,115,16,Preparations of meat or fish,2digit,1.0
27,116,17,Sugar and candy,2digit,1.0
28,117,18,Cocoa,2digit,1.0
29,118,19,"Preparations of cereals, flour, starch or milk",2digit,1.0
30,119,20,"Preparations of vegetables, fruit, or nuts",2digit,1.0
31,120,21,Miscellaneous edible preparations,2digit,1.0
32,121,22,Beverages,2digit,1.0
33,122,23,Food residues and animal feed,2digit,1.0
34,123,24,Tobacco,2digit,1.0
35,124,25,"Salt, sulphur, lime, cement, etc.",2digit,3.0
36,125,26,"Ores, slag and ash",2digit,3.0
37,126,27,"Mineral fuels, oils and waxes",2digit,3.0
38,127,28,Inorganic chemicals,2digit,5.0
39,128,29,Organic chemicals,2digit,5.0
40,129,30,Pharmaceutical products,2digit,5.0
41,130,31,Fertilisers,2digit,5.0
42,131,32,"Dyes, paints, inks, etc.",2digit,5.0
43,132,33,Essential oils,2digit,5.0
44,133,34,"Soaps, waxes, and paints",2digit,5.0
45,134,35,Albuminoidals; modified starches; glues; enzymes,2digit,5.0
46,135,36,Explosives,2digit,5.0
47,136,37,Photographic or cinematographic goods,2digit,5.0
48,137,38,Miscellaneous chemical products,2digit,5.0
49,138,39,Plastics,2digit,5.0
50,139,40,Rubber,2digit,5.0
51,140,41,Leather and skins,2digit,1.0
52,141,42,Articles of leather,2digit,1.0
53,142,43,Furskins,2digit,1.0
54,143,44,Wood,2digit,1.0
55,144,45,Cork,2digit,1.0
56,145,46,Manufactues of plaiting materials,2digit,1.0
57,146,47,Pulp of wood,2digit,1.0
58,147,48,Paper and paperboard,2digit,1.0
59,148,49,Products of the printing industry,2digit,1.0
60,149,50,Silk,2digit,0.0
61,150,51,Wool,2digit,0.0
62,151,52,Cotton,2digit,0.0
63,152,53,Other vegetable textile fibres,2digit,0.0
64,153,54,Man-made filaments,2digit,0.0
65,154,55,Man-made staple fibres,2digit,0.0
66,155,56,"Wadding, felt and nonwovens",2digit,0.0
67,156,57,Carpets,2digit,0.0
68,157,58,Special woven fabrics,2digit,0.0
69,158,59,"Impregnated, coated or laminated textile fabrics",2digit,0.0
70,159,60,Knitted fabrics,2digit,0.0
71,160,61,"Apparel, knit",2digit,0.0
72,161,62,"Apparel, not knit",2digit,0.0
73,162,63,Other made up textile articles,2digit,0.0
74,163,64,Footwear,2digit,0.0
75,164,65,Headgear,2digit,0.0
76,165,66,Umbrellas and walking-sticks,2digit,0.0
77,166,67,Feathers and down,2digit,0.0
78,167,68,"Articles of stone, plaster, cement, etc.",2digit,2.0
79,168,69,Ceramic products,2digit,2.0
80,169,70,Glass and glassware,2digit,2.0
81,170,71,Precious metals and stones,2digit,2.0
82,171,72,Iron and steel,2digit,4.0
83,172,73,Articles of iron or steel,2digit,4.0
84,173,74,Copper,2digit,4.0
85,174,75,Nickel,2digit,4.0
86,175,76,Aluminium,2digit,4.0
87,176,78,Lead,2digit,4.0
88,177,79,Zinc,2digit,4.0
89,178,80,Tin,2digit,4.0
90,179,81,Other base metals,2digit,4.0
91,180,82,Metal tools and tableware,2digit,4.0
92,181,83,Miscellaneous articles of base metal,2digit,4.0
93,182,84,Industrial Machinery,2digit,7.0
94,183,85,Electrical machinery and equipment,2digit,8.0
95,184,86,Trains,2digit,6.0
96,185,87,Vehicles,2digit,6.0
97,186,88,Aircraft,2digit,6.0
98,187,89,Ships,2digit,6.0
99,188,90,"Apparatuses (optical, medical, etc.)",2digit,7.0
100,189,91,Clocks,2digit,7.0
101,190,92,Musical instruments,2digit,7.0
102,191,93,Arms and ammunition,2digit,7.0
103,192,94,Furniture,2digit,0.0
104,193,95,Toys,2digit,7.0
105,194,96,Miscellaneous manufactured articles,2digit,7.0
106,195,97,Art,2digit,0.0
107,196,99,Other,2digit,9.0
108,400,unspecified,Unspecified,2digit,10.0
109,401,travel,Travel and tourism,2digit,10.0
110,402,transport,Transport,2digit,10.0
111,403,ict,ICT,2digit,10.0
112,404,financial,Insurance and finance,2digit,10.0
113,650,0101,Horses,4digit,100.0
114,651,0102,Bovine,4digit,100.0
115,652,0103,Swine,4digit,100.0
116,653,0104,Sheep,4digit,100.0
117,654,0105,Fowl,4digit,100.0
118,655,0106,Other live animals,4digit,100.0
119,656,0201,Beef,4digit,101.0
120,657,0202,Beef (frozen),4digit,101.0
121,658,0203,Pork,4digit,101.0
122,659,0204,Lamb,4digit,101.0
123,660,0205,Horse meat,4digit,101.0
124,661,0206,Edible offal,4digit,101.0
125,662,0207,Poultry,4digit,101.0
126,663,0208,Other meat,4digit,101.0
127,664,0209,Pig and poultry fat,4digit,101.0
128,665,0210,Preserved meat,4digit,101.0
129,666,0301,Live Fish,4digit,102.0
130,667,0302,"Fish, excluding fillets",4digit,102.0
131,668,0303,"Frozen fish, excluding fillets",4digit,102.0
132,669,0304,Fish fillets,4digit,102.0
133,670,0305,Preserved fish,4digit,102.0
134,671,0306,Crustaceans,4digit,102.0
135,672,0307,Molluscs,4digit,102.0
136,673,0401,Milk,4digit,103.0
137,674,0402,"Milk, concentrated",4digit,103.0
138,675,0403,Fermented milk products,4digit,103.0
139,676,0404,Whey,4digit,103.0
140,677,0405,Butter,4digit,103.0
141,678,0406,Cheese,4digit,103.0
142,679,0407,"Eggs, in shell",4digit,103.0
143,680,0408,Egg yolks,4digit,103.0
144,681,0409,Honey,4digit,103.0
145,682,0410,"Edible animal products, n.e.c.",4digit,103.0
146,683,0501,"Human hair, unworked",4digit,104.0
147,684,0502,Brushmaking hair,4digit,104.0
148,685,0503,Horsehair,4digit,104.0
149,686,0504,"Animal guts, except fish",4digit,104.0
150,687,0505,Feathers and down,4digit,104.0
151,688,0506,"Bones, simply prepared",4digit,104.0
152,689,0507,Whalebone & horns,4digit,104.0
153,690,0508,Coral and shells,4digit,104.0
154,691,0509,Sponges of animal origin,4digit,104.0
155,692,0510,Animal products used in pharmaceuticals,4digit,104.0
156,693,0511,Animal products n.e.c.,4digit,104.0
157,694,0601,Flower bulbs,4digit,105.0
158,695,0602,Other live plants,4digit,105.0
159,696,0603,Cut flowers,4digit,105.0
160,697,0604,Other parts of plants,4digit,105.0
161,698,0701,Potatoes,4digit,106.0
162,699,0702,Tomatoes,4digit,106.0
163,700,0703,"Onions, shallots, garlic",4digit,106.0
164,701,0704,"Cabbages, cauliflowers, broccoli",4digit,106.0
165,702,0705,Lettuce,4digit,106.0
166,703,0706,Carrots & turnips,4digit,106.0
167,704,0707,Cucumbers,4digit,106.0
168,705,0708,Legumes,4digit,106.0
169,706,0709,Other vegetables,4digit,106.0
170,707,0710,Frozen vegetables,4digit,106.0
171,708,0711,"Vegetables, provisionally preserved",4digit,106.0
172,709,0712,"Vegetables, dried",4digit,106.0
173,710,0713,"Legumes, dried",4digit,106.0
174,711,0714,Tubers,4digit,106.0
175,712,0801,Cashew nuts & coconuts,4digit,107.0
176,713,0802,Other nuts,4digit,107.0
177,714,0803,Bananas and plantains,4digit,107.0
178,715,0804,"Avocados, pineapples, mangos, etc.",4digit,107.0
179,716,0805,Citrus fruit,4digit,107.0
180,717,0806,Grapes,4digit,107.0
181,718,0807,Melons and papayas,4digit,107.0
182,719,0808,Apples & pears,4digit,107.0
183,720,0809,Peaches & cherries,4digit,107.0
184,721,0810,Other fresh fruit,4digit,107.0
185,722,0811,"Fruits and nuts, frozen",4digit,107.0
186,723,0812,"Fruits and nuts, provisionally preserved",4digit,107.0
187,724,0813,"Fruits, dried",4digit,107.0
188,725,0814,Peel of citrus fruit or melons,4digit,107.0
189,726,0901,Coffee,4digit,108.0
190,727,0902,Tea,4digit,108.0
191,728,0903,Mate,4digit,108.0
192,729,0904,Pepper,4digit,108.0
193,730,0905,Vanilla,4digit,108.0
194,731,0906,Cinnamon,4digit,108.0
195,732,0907,Cloves,4digit,108.0
196,733,0908,Nutmeg,4digit,108.0
197,734,0909,"Anise, fennel, etc.",4digit,108.0
198,735,0910,Spices,4digit,108.0
199,736,1001,Wheat and meslin,4digit,109.0
200,737,1002,Rye,4digit,109.0
201,738,1003,Barley,4digit,109.0
202,739,1004,Oats,4digit,109.0
203,740,1005,Corn,4digit,109.0
204,741,1006,Rice,4digit,109.0
205,742,1007,Grain sorghum,4digit,109.0
206,743,1008,Other cereals,4digit,109.0
207,744,1101,Wheat or meslin flour,4digit,110.0
208,745,1102,Cereal flours,4digit,110.0
209,746,1103,Cereal meals,4digit,110.0
210,747,1104,Worked cereal grains,4digit,110.0
211,748,1105,Potato flour,4digit,110.0
212,749,1106,Flour of dried legumes,4digit,110.0
213,750,1107,Malt,4digit,110.0
214,751,1108,Starches,4digit,110.0
215,752,1109,Wheat gluten,4digit,110.0
216,753,1201,Soya beans,4digit,111.0
217,754,1202,Peanuts,4digit,111.0
218,755,1203,Copra,4digit,111.0
219,756,1204,Linseed,4digit,111.0
220,757,1205,Rape or colza seeds,4digit,111.0
221,758,1206,Sunflower seeds,4digit,111.0
222,759,1207,Other oil seeds,4digit,111.0
223,760,1208,Flours of oil seeds,4digit,111.0
224,761,1209,Seeds used for sowing,4digit,111.0
225,762,1210,Hop cones,4digit,111.0
226,763,1211,"Plants used in perfumery, pharmacy or insecticide",4digit,111.0
227,764,1212,Seaweeds & edible vegetable products,4digit,111.0
228,765,1213,Cereal straw and husks,4digit,111.0
229,766,1214,Forage products,4digit,111.0
230,767,1301,Lac,4digit,112.0
231,768,1302,Vegetable saps and extracts,4digit,112.0
232,769,1401,Vegetable materials used for plaiting,4digit,113.0
233,770,1402,Vegetable materials used as stuffing,4digit,113.0
234,771,1403,Vegetable materials used for brooms,4digit,113.0
235,772,1404,Vegetable products n.e.c.,4digit,113.0
236,773,1501,"Pig and poultry fat, rendered",4digit,114.0
237,774,1502,"Bovine, sheep and goat fats",4digit,114.0
238,775,1503,"Lard oil, tallow oil etc.",4digit,114.0
239,776,1504,Fish oils,4digit,114.0
240,777,1505,Wool grease,4digit,114.0
241,778,1506,Other animal fats and oils,4digit,114.0
242,779,1507,Soybean oil,4digit,114.0
243,780,1508,Peanut oil,4digit,114.0
244,781,1509,Olive oil,4digit,114.0
245,782,1510,"Olive oil, blended",4digit,114.0
246,783,1511,Palm oil,4digit,114.0
247,784,1512,Sunflower seed oil,4digit,114.0
248,785,1513,Coconut & palm kernel oil,4digit,114.0
249,786,1514,"Rapeseed, colza or mustard oil,",4digit,114.0
250,787,1515,Other vegetable fats and oils,4digit,114.0
251,788,1516,"Vegetable fats, hydrogenated",4digit,114.0
252,789,1517,Margarine,4digit,114.0
253,790,1518,"Animal or vegetable fats and oils, processed",4digit,114.0
254,791,1519,Stearic acid,4digit,114.0
255,792,1520,Glycerol,4digit,114.0
256,793,1521,Vegetable waxes and beeswax,4digit,114.0
257,794,1522,Degras and wax residues,4digit,114.0
258,795,1601,Sausages,4digit,115.0
259,796,1602,Other prepared or preserved meat,4digit,115.0
260,797,1603,Extracts and juices of meat or fish,4digit,115.0
261,798,1604,Prepared or preserved fish,4digit,115.0
262,799,1605,Prepared aquatic invertibrates,4digit,115.0
263,800,1701,Sugarcane & sucrose,4digit,116.0
264,801,1702,Other sugars,4digit,116.0
265,802,1703,Molasses,4digit,116.0
266,803,1704,Confectionery sugar,4digit,116.0
267,804,1801,Cocoa beans,4digit,117.0
268,805,1802,Cocoa residues,4digit,117.0
269,806,1803,Cocoa paste,4digit,117.0
270,807,1804,Cocoa butter,4digit,117.0
271,808,1805,Cocoa powder,4digit,117.0
272,809,1806,Chocolates,4digit,117.0
273,810,1901,Malt extract,4digit,118.0
274,811,1902,Pasta,4digit,118.0
275,812,1903,Tapioca,4digit,118.0
276,813,1904,Cereal foods,4digit,118.0
277,814,1905,Bakery products,4digit,118.0
278,815,2001,Pickled fruits and vegetables,4digit,119.0
279,816,2002,"Tomatoes, prepared or preserved",4digit,119.0
280,817,2003,"Mushrooms, prepared or preserved",4digit,119.0
281,818,2004,"Other vegetables, frozen",4digit,119.0
282,819,2005,"Other vegetables, prepared or preserved",4digit,119.0
283,820,2006,"Vegetables, fruits and nuts, preserved by sugar",4digit,119.0
284,821,2007,"Jams, jellies and marmalades",4digit,119.0
285,822,2008,"Fruits and nuts, otherwise prepared",4digit,119.0
286,823,2009,Fruit juices,4digit,119.0
287,824,2101,Coffee extracts,4digit,120.0
288,825,2102,Yeasts,4digit,120.0
289,826,2103,Sauces and seasonings,4digit,120.0
290,827,2104,Soups and broths,4digit,120.0
291,828,2105,Ice cream,4digit,120.0
292,829,2106,Food preparations n.e.c.,4digit,120.0
293,830,2201,Waters,4digit,121.0
294,831,2202,"Waters, flavored or sweetened",4digit,121.0
295,832,2203,Beer,4digit,121.0
296,833,2204,Wine,4digit,121.0
297,834,2205,"Wine, flavored",4digit,121.0
298,835,2206,Other fermented beverages,4digit,121.0
299,836,2207,Ethyl alcohol > 80%,4digit,121.0
300,837,2208,Spirits < 80% alcohol,4digit,121.0
301,838,2209,Vinegars,4digit,121.0
302,839,2301,"Flours of fish, for animal feed",4digit,122.0
303,840,2302,Cereal residues,4digit,122.0
304,841,2303,Starch residues,4digit,122.0
305,842,2304,Solid soybean residues,4digit,122.0
306,843,2305,Solid peanut residues,4digit,122.0
307,844,2306,Solid vegetable oil and fat residues,4digit,122.0
308,845,2307,Wine lees,4digit,122.0
309,846,2308,Vegetable materials for animal feeding,4digit,122.0
310,847,2309,Animal feed,4digit,122.0
311,848,2401,Unmanufactured tobacco,4digit,123.0
312,849,2402,Cigars and cigarettes,4digit,123.0
313,850,2403,Other manufactured tobacco,4digit,123.0
314,851,2501,Salt,4digit,124.0
315,852,2502,Unroasted iron pyrites,4digit,124.0
316,853,2503,"Sulphur, crude",4digit,124.0
317,854,2504,Natural graphite,4digit,124.0
318,855,2505,Natural sands,4digit,124.0
319,856,2506,Quartz,4digit,124.0
320,857,2507,Kaolin,4digit,124.0
321,858,2508,Clays,4digit,124.0
322,859,2509,Chalk,4digit,124.0
323,860,2510,Natural calcium phosphates,4digit,124.0
324,861,2511,Natural barium sulfate,4digit,124.0
325,862,2512,Siliceous fossil meals and earths,4digit,124.0
326,863,2513,Natural abrasives,4digit,124.0
327,864,2514,Slate,4digit,124.0
328,865,2515,Marble,4digit,124.0
329,866,2516,Granite,4digit,124.0
330,867,2517,Gravel,4digit,124.0
331,868,2518,Dolomite,4digit,124.0
332,869,2519,Natural magnesia,4digit,124.0
333,870,2520,Gypsum,4digit,124.0
334,871,2521,Limstone,4digit,124.0
335,872,2522,Quicklime,4digit,124.0
336,873,2523,Cements,4digit,124.0
337,874,2524,Asbestos,4digit,124.0
338,875,2525,Mica,4digit,124.0
339,876,2526,Natural steatite,4digit,124.0
340,877,2527,Natural cryolite,4digit,124.0
341,878,2528,Natural borates,4digit,124.0
342,879,2529,Feldspar,4digit,124.0
343,880,2530,Mineral substances n.e.c.,4digit,124.0
344,881,2601,Iron ores and concentrates,4digit,125.0
345,882,2602,Manganese > 47% by weight,4digit,125.0
346,883,2603,Copper ore,4digit,125.0
347,884,2604,Nickel ore,4digit,125.0
348,885,2605,Cobalt ore,4digit,125.0
349,886,2606,Aluminum ore,4digit,125.0
350,887,2607,Lead ore,4digit,125.0
351,888,2608,Zinc ore,4digit,125.0
352,889,2609,Tin ore,4digit,125.0
353,890,2610,Chromium ore,4digit,125.0
354,891,2611,Tungsten ore,4digit,125.0
355,892,2612,Uranium ore,4digit,125.0
356,893,2613,Molybdenum ore,4digit,125.0
357,894,2614,Titanium ore,4digit,125.0
358,895,2615,Zirconium ore,4digit,125.0
359,896,2616,Precious metal ores,4digit,125.0
360,897,2617,Other ores,4digit,125.0
361,898,2618,Granulated iron or steel slag,4digit,125.0
362,899,2619,Iron or steel slag,4digit,125.0
363,900,2620,"Slag, ash and residues containing metals",4digit,125.0
364,901,2621,Other slag and ash,4digit,125.0
365,902,2701,Coal,4digit,126.0
366,903,2702,Lignite,4digit,126.0
367,904,2703,Peat,4digit,126.0
368,905,2704,Coke,4digit,126.0
369,906,2705,Non-petroleum gases,4digit,126.0
370,907,2706,"Tar distilled from coal, lignite etc.",4digit,126.0
371,908,2707,Oils etc. from high temperature coal tar,4digit,126.0
372,909,2708,Pitch and pitch coke,4digit,126.0
373,910,2709,"Petroleum oils, crude",4digit,126.0
374,911,2710,"Petroleum oils, refined",4digit,126.0
375,912,2711,Petroleum gases,4digit,126.0
376,913,2712,Petroleum jelly,4digit,126.0
377,914,2713,Petroleum coke,4digit,126.0
378,915,2714,"Bitumen and asphalt, natural",4digit,126.0
379,916,2715,Bituminous mixtures,4digit,126.0
380,917,2716,Electrical energy,4digit,126.0
381,918,2801,Iodine,4digit,127.0
382,919,2802,"Sulfur, sublimed or precipitated",4digit,127.0
383,920,2803,Carbon,4digit,127.0
384,921,2804,Silicon & rare gases,4digit,127.0
385,922,2805,Rare-earth metals,4digit,127.0
386,923,2806,Hydrochloric acid,4digit,127.0
387,924,2807,"Sulfiric acid, oleum",4digit,127.0
388,925,2808,Sulfonitric acids,4digit,127.0
389,926,2809,Phosphoric acid etc.,4digit,127.0
390,927,2810,Oxides of boron; boric acids,4digit,127.0
391,928,2811,Other inorganic acids,4digit,127.0
392,929,2812,Halides of nonmetals,4digit,127.0
393,930,2813,Sulfides of nonmetals,4digit,127.0
394,931,2814,Ammonia,4digit,127.0
395,932,2815,Sodium hydroxide,4digit,127.0
396,933,2816,Hydroxides or peroxides of magnesium,4digit,127.0
397,934,2817,Zinc oxide or peroxide,4digit,127.0
398,935,2818,Aluminum oxide,4digit,127.0
399,936,2819,Chromium oxides and hydroxides,4digit,127.0
400,937,2820,Manganese oxides,4digit,127.0
401,938,2821,Iron oxides and hydroxides,4digit,127.0
402,939,2822,Cobalt oxides and hydroxides,4digit,127.0
403,940,2823,Titanium oxides,4digit,127.0
404,941,2824,Lead oxides,4digit,127.0
405,942,2825,"Metal base oxides, n.e.c.",4digit,127.0
406,943,2826,Flourides,4digit,127.0
407,944,2827,"Chlorides, bromides, iodides etc.",4digit,127.0
408,945,2828,Hyopchlorites,4digit,127.0
409,946,2829,Sodium chlorate,4digit,127.0
410,947,2830,Sulfides; polysulfides,4digit,127.0
411,948,2831,Dithionites and sulfoxylates,4digit,127.0
412,949,2832,Sulfites,4digit,127.0
413,950,2833,Sulfates,4digit,127.0
414,951,2834,"Nitrites, nitrates",4digit,127.0
415,952,2835,Phosphates,4digit,127.0
416,953,2836,Carbonates,4digit,127.0
417,954,2837,Cyanides,4digit,127.0
418,955,2838,"Fulminates, cyanates and thiocyanates",4digit,127.0
419,956,2839,Silicates,4digit,127.0
420,957,2840,Borates,4digit,127.0
421,958,2841,Salts of oxometallic acids,4digit,127.0
422,959,2842,Other salts of acids,4digit,127.0
423,960,2843,Compounds of precious metals,4digit,127.0
424,961,2844,Uranium,4digit,127.0
425,962,2845,Non-radioactive isotopes,4digit,127.0
426,963,2846,Compounds of rare-earth metals,4digit,127.0
427,964,2847,Hydrogen peroxide,4digit,127.0
428,965,2848,Phosphides,4digit,127.0
429,966,2849,Carbides,4digit,127.0
430,967,2850,"Hydrides, nitrides, azides, silicides and borides",4digit,127.0
431,968,2851,"Inorganic compounds, liquid or compressed air",4digit,127.0
432,969,2901,Acyclic hydrocarbons,4digit,128.0
433,970,2902,Cyclic hydrocarbons,4digit,128.0
434,971,2903,Halogenated derivatives of hydrocarbons,4digit,128.0
435,972,2904,"Sulfonated, nitrated derivatives of hydrocarbons",4digit,128.0
436,973,2905,Acyclic alcohols,4digit,128.0
437,974,2906,Cyclic alcohols,4digit,128.0
438,975,2907,"Phenols, phenol-alcohols",4digit,128.0
439,976,2908,Derivatives of phenols,4digit,128.0
440,977,2909,Ethers,4digit,128.0
441,978,2910,Epoxides,4digit,128.0
442,979,2911,Acetals and hemiacetals,4digit,128.0
443,980,2912,Aldehydes,4digit,128.0
444,981,2913,Derivatives of aldehydes,4digit,128.0
445,982,2914,Ketones and quinones,4digit,128.0
446,983,2915,Saturated acyclic monocarboxylic acids,4digit,128.0
447,984,2916,Unsaturated acyclic monocarboxylic acids,4digit,128.0
448,985,2917,Polycarboxylic acids,4digit,128.0
449,986,2918,Carboxylic acids with additional oxygen function,4digit,128.0
450,987,2919,Phosporic esters,4digit,128.0
451,988,2920,Esters of other inorganic acids of nonmetals,4digit,128.0
452,989,2921,Amine-function compounds,4digit,128.0
453,990,2922,Oxygen-function amino-compounds,4digit,128.0
454,991,2923,Quaternary ammonium salts and hydroxides,4digit,128.0
455,992,2924,Carboxyamide-function compounds,4digit,128.0
456,993,2925,Carboxyimide-function compounds,4digit,128.0
457,994,2926,Nitrile-function compounds,4digit,128.0
458,995,2927,"Diazo-, azo-, or azoxy-compounds",4digit,128.0
459,996,2928,Organix derivatives of hydrazine,4digit,128.0
460,997,2929,Isocyanates,4digit,128.0
461,998,2930,Organo-sulfur compounds,4digit,128.0
462,999,2931,Other organo-inorganic compounds,4digit,128.0
463,1000,2932,Heterocyclic compounds with oxygen hetero-atom(s) only,4digit,128.0
464,1001,2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,4digit,128.0
465,1002,2934,Nucleic acids and their salts,4digit,128.0
466,1003,2935,Sulfonamides,4digit,128.0
467,1004,2936,Vitamins,4digit,128.0
468,1005,2937,Hormones,4digit,128.0
469,1006,2938,Glycosides,4digit,128.0
470,1007,2939,Vegetable alkaloids,4digit,128.0
471,1008,2940,"Other sugars, chemically pure",4digit,128.0
472,1009,2941,Antibiotics,4digit,128.0
473,1010,2942,Other organic compounds,4digit,128.0
474,1011,3001,Heparin for therapeutic use,4digit,129.0
475,1012,3002,Serums and vaccines,4digit,129.0
476,1013,3003,"Medicaments, not packaged",4digit,129.0
477,1014,3004,"Medicaments, packaged",4digit,129.0
478,1015,3005,"Wadding, gauze and bandages",4digit,129.0
479,1016,3006,Pharmaceutical goods,4digit,129.0
480,1017,3101,Animal or vegetable fertilizers,4digit,130.0
481,1018,3102,Nitrogenous fertilizers,4digit,130.0
482,1019,3103,Phosphatic fertilizers,4digit,130.0
483,1020,3104,Potassic fertilizers,4digit,130.0
484,1021,3105,Mixed fertilizers,4digit,130.0
485,1022,3201,Vegetable tanning extracts,4digit,131.0
486,1023,3202,Synthetic tanning substances,4digit,131.0
487,1024,3203,Coloring matter of animal or vegetable origin,4digit,131.0
488,1025,3204,Synthetic organic coloring matter,4digit,131.0
489,1026,3205,Color lakes,4digit,131.0
490,1027,3206,Other coloring matter,4digit,131.0
491,1028,3207,Prepared pigments,4digit,131.0
492,1029,3208,"Paints and varnishes, nonaqueous",4digit,131.0
493,1030,3209,"Paints and varnishes, aqueous",4digit,131.0
494,1031,3210,Other paints and varnishes,4digit,131.0
495,1032,3211,Prepared driers,4digit,131.0
496,1033,3212,"Pigments, nonaqueous",4digit,131.0
497,1034,3213,Artists' colors,4digit,131.0
498,1035,3214,Glaziers' putty,4digit,131.0
499,1036,3215,Ink,4digit,131.0
500,1037,3301,Essential oils,4digit,132.0
501,1038,3302,Mixtures of odoriferous subtances,4digit,132.0
502,1039,3303,Perfumes,4digit,132.0
503,1040,3304,Make-up preparations,4digit,132.0
504,1041,3305,Hair products,4digit,132.0
505,1042,3306,Dental hygiene products,4digit,132.0
506,1043,3307,Toiletries,4digit,132.0
507,1044,3401,Soap,4digit,133.0
508,1045,3402,Cleaning products,4digit,133.0
509,1046,3403,Lubricants,4digit,133.0
510,1047,3404,Artificial and prepared waxes,4digit,133.0
511,1048,3405,Polishes and creams,4digit,133.0
512,1049,3406,Candles,4digit,133.0
513,1050,3407,Modeling pastes,4digit,133.0
514,1051,3501,Casein,4digit,133.0
515,1052,3502,Albumins,4digit,134.0
516,1053,3503,Gelatin,4digit,134.0
517,1054,3504,Peptones,4digit,134.0
518,1055,3505,Dextrins and other modified starches,4digit,134.0
519,1056,3506,Glues and adhesives,4digit,134.0
520,1057,3507,Enzymes,4digit,134.0
521,1058,3601,Propellant powders,4digit,135.0
522,1059,3602,"Prepared explosives, except gunpowder",4digit,135.0
523,1060,3603,Detonators,4digit,135.0
524,1061,3604,Fireworks,4digit,135.0
525,1062,3605,Matches,4digit,135.0
526,1063,3606,Ferrocerium and other pyrophoric alloys,4digit,135.0
527,1064,3701,Photographic plates,4digit,136.0
528,1065,3702,Photographic film in rolls,4digit,136.0
529,1066,3703,Photographic paper,4digit,136.0
530,1067,3704,"Photographic film, not developed",4digit,136.0
531,1068,3705,"Photographic film, developed",4digit,136.0
532,1069,3706,Motion-picture film,4digit,136.0
533,1070,3707,Chemical preparations for photographic uses,4digit,136.0
534,1071,3801,Artificial graphite,4digit,137.0
535,1072,3802,Activated carbon,4digit,137.0
536,1073,3803,Tall oil,4digit,137.0
537,1074,3804,Residual lyes,4digit,137.0
538,1075,3805,Turpentines,4digit,137.0
539,1076,3806,Rosin and resin acids,4digit,137.0
540,1077,3807,Wood tar and oils,4digit,137.0
541,1078,3808,"Insecticides, rodenticides, fungicides, etc.",4digit,137.0
542,1079,3809,Finishing agents,4digit,137.0
543,1080,3810,Pickling preparations for metal surfaces,4digit,137.0
544,1081,3811,Anti-knock,4digit,137.0
545,1082,3812,Stabilizers for rubber or plastic,4digit,137.0
546,1083,3813,Preparations for fire extinguishers,4digit,137.0
547,1084,3814,Organic composite solvents and thinners,4digit,137.0
548,1085,3815,Catalytic preparations,4digit,137.0
549,1086,3816,Refractory cements,4digit,137.0
550,1087,3817,Mixed alkylbenzenes,4digit,137.0
551,1088,3818,Chemical elements for electronics,4digit,137.0
552,1089,3819,Hydraulic fluids,4digit,137.0
553,1090,3820,Antifreezing preparation,4digit,137.0
554,1091,3821,Prepared culture media for micro-organisms,4digit,137.0
555,1092,3822,Diagnostic or laboratory reagents,4digit,137.0
556,1093,3823,Industrial monocarboxylic fatty acids,4digit,137.0
557,1094,3901,Polymers of ethylene,4digit,138.0
558,1095,3902,Polymers of propylene,4digit,138.0
559,1096,3903,Polymers of styrene,4digit,138.0
560,1097,3904,Polymers of vinyl chloride,4digit,138.0
561,1098,3905,Polymers of vinyl acetate,4digit,138.0
562,1099,3906,Acrylic polymers,4digit,138.0
563,1100,3907,Polyacetals,4digit,138.0
564,1101,3908,Polyamides,4digit,138.0
565,1102,3909,Amino-resins,4digit,138.0
566,1103,3910,Silicones in primary forms,4digit,138.0
567,1104,3911,Petroleum resins,4digit,138.0
568,1105,3912,Cellulose n.e.c.,4digit,138.0
569,1106,3913,Natural polymers,4digit,138.0
570,1107,3914,Ion-exchangers based on polymers,4digit,138.0
571,1108,3915,Plastic waste,4digit,138.0
572,1109,3916,Monofilament,4digit,138.0
573,1110,3917,Plastic tubes and fittings,4digit,138.0
574,1111,3918,Plastic floor coverings,4digit,138.0
575,1112,3919,Self-adhesive plastic sheets,4digit,138.0
576,1113,3920,"Other plates of plastics, noncellular and not reinforced",4digit,138.0
577,1114,3921,"Other plastic plates, sheets etc.",4digit,138.0
