,product_id,sitc_product_code,sitc_product_name_short_en,level,parent_id
0,0,0,Food,section,
1,1,1,Beverages,section,
2,2,2,Crude materials,section,
3,3,3,Fuels,section,
4,4,4,Vegetable oils,section,
5,5,5,Chemicals,section,
6,6,6,Material manufacturers,section,
7,7,7,Machinery and vehicles,section,
8,8,8,Other manufacturers,section,
9,9,9,Unspecified,section,
10,10,services,Services,section,
11,100,00,Live animals chiefly for food,2digit,0.0
12,101,01,Meat and preparations,2digit,0.0
13,102,02,Dairy products and birds' eggs,2digit,0.0
14,103,03,"Fish, crustacean and molluscs, and preparations thereof",2digit,0.0
15,104,04,Cereals and cereal preparations,2digit,0.0
16,105,05,Vegetables and fruit,2digit,0.0
17,106,06,"Sugar, sugar preparations and honey",2digit,0.0
18,107,07,"Coffee, tea, cocoa, spices, and manufactures thereof",2digit,0.0
19,108,08,Feeding stuff for animals (not including unmilled cereals),2digit,0.0
20,109,09,Miscellaneous edible products and preparations,2digit,0.0
21,110,11,Beverages,2digit,1.0
22,111,12,Tobacco and tobacco manufactures,2digit,1.0
23,112,21,"Hides, skins and furskins, raw",2digit,2.0
24,113,22,Oil seeds and oleaginous fruit,2digit,2.0
25,114,23,Crude rubber (including synthetic and reclaimed),2digit,2.0
26,115,24,Cork and wood,2digit,2.0
27,116,25,Pulp and waste paper,2digit,2.0
28,117,26,Textile fibres (not wool tops) and their wastes (not in yarn),2digit,2.0
29,118,27,Crude fertilizer and crude minerals,2digit,2.0
30,119,28,Metalliferous ores and metal scrap,2digit,2.0
31,120,29,"Crude animal and vegetable materials, nes",2digit,2.0
32,121,32,"Coal, coke and briquettes",2digit,3.0
33,122,33,"Petroleum, petroleum products and related materials",2digit,3.0
34,123,34,"Gas, natural and manufactured",2digit,3.0
35,124,35,Electric current,2digit,3.0
36,125,41,Animal oils and fats,2digit,4.0
37,126,42,Fixed vegetable oils and fats,2digit,4.0
38,127,43,"Animal and vegetable oils and fats, processed, and waxes",2digit,4.0
39,128,51,Organic chemicals,2digit,5.0
40,129,52,Inorganic chemicals,2digit,5.0
41,130,53,"Dyeing, tanning and colouring materials",2digit,5.0
42,131,54,Medicinal and pharmaceutical products,2digit,5.0
43,132,55,Oils and perfume materials; toilet and cleansing preparations,2digit,5.0
44,133,56,"Fertilizers, manufactured",2digit,5.0
45,134,57,Explosives and pyrotechnic products,2digit,5.0
46,135,58,"Artificial resins and plastic materials, and cellulose esters etc",2digit,5.0
47,136,59,"Chemical materials and products, nes",2digit,5.0
48,137,61,"Leather, leather manufactures, nes, and dressed furskins",2digit,6.0
49,138,62,"Rubber manufactures, nes",2digit,6.0
50,139,63,"Cork and wood, cork manufactures",2digit,6.0
51,140,64,"Paper, paperboard, and articles of pulp, of paper or of paperboard",2digit,6.0
52,141,65,"Textile yarn, fabrics, made-up articles, nes, and related products",2digit,6.0
53,142,66,"Non-metallic mineral manufactures, nes",2digit,6.0
54,143,67,Iron and steel,2digit,6.0
55,144,68,Non-ferrous metals,2digit,6.0
56,145,69,"Manufactures of metals, nes",2digit,6.0
57,146,71,Power generating machinery and equipment,2digit,7.0
58,147,72,Machinery specialized for particular industries,2digit,7.0
59,148,73,Metalworking machinery,2digit,7.0
60,149,74,"General industrial machinery and equipment, nes, and parts of, nes",2digit,7.0
61,150,75,Office machines and automatic data processing equipment,2digit,7.0
62,151,76,"Telecommunications, sound recording and reproducing equipment",2digit,7.0
63,152,77,"Electric machinery, apparatus and appliances, nes, and parts, nes",2digit,7.0
64,153,78,Road vehicles,2digit,7.0
65,154,79,Other transport equipment,2digit,7.0
66,155,81,"Sanitary, plumbing, heating, lighting fixtures and fittings, nes",2digit,8.0
67,156,82,Furniture and parts thereof,2digit,8.0
68,157,83,"Travel goods, handbags and similar containers",2digit,8.0
69,158,84,Articles of apparel and clothing accessories,2digit,8.0
70,159,85,Footwear,2digit,8.0
71,160,87,"Professional, scientific, controlling instruments, apparatus, nes",2digit,8.0
72,161,88,"Photographic equipment and supplies, optical goods; watches, etc",2digit,8.0
73,162,89,"Miscellaneous manufactured articles, nes",2digit,8.0
74,163,91,Postal packages not classified according to kind,2digit,9.0
75,164,93,"Special transactions, commodity not classified according to class",2digit,9.0
76,165,94,"Animals, live, nes, (including zoo animals, pets, insects, etc)",2digit,9.0
77,166,95,"Armoured fighting vehicles, war firearms, ammunition, parts, nes",2digit,9.0
78,167,96,"Coin (other than gold coin), not being legal tender",2digit,9.0
79,168,97,"Gold, non-monetary (excluding gold ores and concentrates)",2digit,9.0
80,169,ZZ,Unknown,2digit,9.0
81,200,unspecified,Unspecified,2digit,10.0
82,201,travel,Travel and tourism,2digit,10.0
83,202,transport,Transport,2digit,10.0
84,203,ict,ICT,2digit,10.0
85,204,financial,Insurance and finance,2digit,10.0
86,650,0011,"Animals of the bovine species (including buffaloes), live",4digit,100.0
87,651,0012,"Sheep and goats, live",4digit,100.0
88,652,0013,"Swine, live",4digit,100.0
89,653,0014,"Poultry, live",4digit,100.0
90,654,0015,"Equine species, live",4digit,100.0
91,655,0019,"Live animals of a kind mainly used for human food, nes",4digit,100.0
92,656,0111,"Bovine meat, fresh, chilled or frozen",4digit,101.0
93,657,0112,"Meat of sheep and goats, fresh, chilled or frozen",4digit,101.0
94,658,0113,"Pig meat fresh, chilled or frozen",4digit,101.0
95,659,0114,"Poultry, dead and edible offal, fresh, chilled or frozen",4digit,101.0
96,660,0115,"Meat of horses, asses, mules and hinnies, fresh, chilled or frozen",4digit,101.0
97,661,0116,"Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen",4digit,101.0
98,662,0118,"Other fresh, chilled or frozen meat or edible meat offal",4digit,101.0
99,663,0121,"Bacon, ham, other dried, salted or smoked meat of domestic swine",4digit,101.0
100,664,0129,"Meat and edible meat offal, nes, in brine, dried, salted or smoked",4digit,101.0
101,665,0141,Meat extracts and juices; fish extracts,4digit,101.0
102,666,0142,"Sausages and the like, of meat, meat offal or animal blood",4digit,101.0
103,667,0149,Other prepared or preserved meat or meat offal,4digit,101.0
104,668,0223,"Milk and cream fresh, not concentrated or sweetened",4digit,102.0
105,669,0224,"Milk and cream, preserved, concentrated or sweetened",4digit,102.0
106,670,0230,Butter,4digit,102.0
107,671,0240,Cheese and curd,4digit,102.0
108,672,0251,"Eggs, birds', and egg yolks, fresh, dried or preserved, in shell",4digit,102.0
109,673,0252,"Eggs, birds', egg yolks, fresh, dried or preserved, not in shell",4digit,102.0
110,674,0341,"Fish, fresh or chilled, excluding fillet",4digit,103.0
111,675,0342,"Fish, frozen, excluding fillets",4digit,103.0
112,676,0343,"Fish fillets, fresh or chilled",4digit,103.0
113,677,0344,"Fish fillets, frozen",4digit,103.0
114,678,0350,"Fish, dried, salted or in brine; smoked fish",4digit,103.0
115,679,0360,"Crustaceans and molluscs, fresh, chilled, frozen, salted, etc",4digit,103.0
116,680,0371,"Fish, prepared or preserved, nes",4digit,103.0
117,681,0372,"Crustaceans and molluscs, prepared or prepared, nes",4digit,103.0
118,682,0411,"Durum wheat, unmilled",4digit,104.0
119,683,0412,"Other wheat and meslin, unmilled",4digit,104.0
120,684,0421,"Rice in the husk or husked, but not farther prepared",4digit,104.0
121,685,0422,"Rice, semi-milled or wholly milled",4digit,104.0
122,686,0430,"Barley, unmilled",4digit,104.0
123,687,0440,"Maize, unmilled",4digit,104.0
124,688,0451,"Rye, unmilled",4digit,104.0
125,689,0452,"Oats, unmilled",4digit,104.0
126,690,0459,"Buckwheat, millet, etc, and other cereals, unmilled, nes",4digit,104.0
127,691,0460,Meal and flour of wheat and flour of meslin,4digit,104.0
128,692,0470,Other cereal meals and flour,4digit,104.0
129,693,0481,"Cereal grains, worked or prepared, not elsewhere specified",4digit,104.0
130,694,0482,"Malt, roasted or not, including flour",4digit,104.0
131,695,0483,"Macaroni, spaghetti and similar products",4digit,104.0
132,696,0484,Bakery products,4digit,104.0
133,697,0488,Malt extract; cereals preparations with less 50% of cocoa,4digit,104.0
134,698,0541,"Potatoes, fresh or chilled, excluding sweet potatoes",4digit,105.0
135,699,0542,"Beans, peas, other leguminous vegetables, dried, shelled",4digit,105.0
136,700,0544,"Tomatoes, fresh or chilled",4digit,105.0
137,701,0545,Other fresh or chilled vegetables,4digit,105.0
138,702,0546,"Vegetables, frozen or in temporary preservative",4digit,105.0
139,703,0548,"Vegetable products roots and tubers, nes, fresh, dried",4digit,105.0
140,704,0561,"Vegetables (excluding leguminous), dried, evaporated, etc",4digit,105.0
141,705,0564,"Flour, meals and flakes of potatoes, fruit and vegetables, nes",4digit,105.0
142,706,0565,"Vegetables, prepared or preserved, nes",4digit,105.0
143,707,0571,"Oranges, mandarins, etc, fresh or dried",4digit,105.0
144,708,0572,"Other citrus fruits, fresh or dried",4digit,105.0
145,709,0573,"Banana, plantain, fresh or dried",4digit,105.0
146,710,0574,"Apples, fresh",4digit,105.0
147,711,0575,"Grapes, fresh or dried",4digit,105.0
148,712,0576,"Figs, fresh or dried",4digit,105.0
149,713,0577,"Nuts edible, fresh or dried",4digit,105.0
150,714,0579,"Fruit, fresh or dried, nes",4digit,105.0
151,715,0582,"Fruit, fruit-peel and parts of plants, preserved by sugar",4digit,105.0
152,716,0583,"Jams, jellies, marmalades, etc, as cooked preparations",4digit,105.0
153,717,0585,Fruit or vegetable juices,4digit,105.0
154,718,0586,"Fruit, temporarily preserved",4digit,105.0
155,719,0589,"Fruit prepared or preserved, nes",4digit,105.0
156,720,0611,"Sugars, beet and cane, raw, solid",4digit,106.0
157,721,0612,Refined sugar etc,4digit,106.0
158,722,0615,Molasses,4digit,106.0
159,723,0616,Natural honey,4digit,106.0
160,724,0619,Sugars and syrups nes; artificial honey; caramel,4digit,106.0
161,725,0620,"Sugar confectionery and preparations, non-chocolate",4digit,106.0
162,726,0711,"Coffee green, roasted; coffee substitutes containing coffee",4digit,107.0
163,727,0712,"Coffee extracts, essences or concentrates",4digit,107.0
164,728,0721,"Cocoa beans, raw, roasted",4digit,107.0
165,729,0722,"Cocoa powder, unsweetened",4digit,107.0
166,730,0723,Cocoa butter and paste,4digit,107.0
167,731,0730,"Chocolate and other preparations containing cocoa, nes",4digit,107.0
168,732,0741,Tea,4digit,107.0
169,733,0742,Mate,4digit,107.0
170,734,0751,"Pepper of ""piper""; pimento of ""capsicum or pimenta""",4digit,107.0
171,735,0752,"Spices, except pepper and pimento",4digit,107.0
172,736,0811,"Hay and fodder, green or dry",4digit,108.0
173,737,0812,"Bran, sharps and other residues derives of cereals",4digit,108.0
174,738,0813,Oilcake and other residues (except dregs),4digit,108.0
175,739,0814,"Flours and meals, of meat, fish,etc, unfit for human; greaves",4digit,108.0
176,740,0819,"Food waste and prepared animal feed, nes",4digit,108.0
177,741,0913,"Lard, pig and poultry fat, rendered or solvent-extracted",4digit,109.0
178,742,0914,"Margarine, imitation lard and other prepared edible fats, nes",4digit,109.0
179,743,0980,"Edible products and preparations, nes",4digit,109.0
180,744,1110,"Non-alcoholic beverages, nes",4digit,110.0
181,745,1121,Wine of fresh grapes etc,4digit,110.0
182,746,1122,"Other fermented beverages, nes (cider, perry, mead, etc)",4digit,110.0
183,747,1123,"Beer made from malt (including ale, stout and porter)",4digit,110.0
184,748,1124,"Distilled alcoholic beverages, nes",4digit,110.0
185,749,1211,"Tobacco, not stripped",4digit,111.0
186,750,1212,"Tobacco, wholly or partly stripped",4digit,111.0
187,751,1213,Tobacco refuse,4digit,111.0
